,feature_0,feature_1,feature_2,feature_3,feature_4,treatment,outcome,main_effect,treatment_effect,propensity,y0,y1,noise,cate
0,-0.10802896883882415,0.06598732017434622,0.6349595533435695,-0.5722262821549156,-1.0105350712502634,1.0,-1.4719949728709012,-0.9898434487260874,1.020691622524176,0.6018018550532295,-0.9898434487260874,0.030848173798088574,-1.5028431466689898,0.0
1,0.20162493187060795,-0.7508356257615936,-1.1502385036724858,0.7251100786089403,-0.5963471278890946,0.0,-0.9542465358858803,-1.5706862468436258,0.02566088104546882,0.1735354163425849,-1.5706862468436258,-1.545025365798157,0.6164397109577455,0.0
2,0.25114419954173095,-0.5523856778299014,-0.43358173276686723,0.3551072551351005,0.8887588504868751,0.0,1.1774876833540233,0.5090428945669379,0.6202840440800628,0.7566424653435546,0.5090428945669379,1.1293269386470006,0.6684447887870856,0.0
3,0.443142028487201,-0.27948224615070344,0.5632066194944735,0.07929315987327407,0.02439116019775753,0.0,0.21582283932851998,0.8305507219020027,1.806159561704245,0.6563219701308811,0.8305507219020027,2.6367102836062477,-0.6147278825734828,0.0
4,0.17506522701876978,-0.04589019813971888,0.2500993790923724,0.5290486489944579,0.2725807204946006,1.0,1.8722902425413785,1.1809037774604818,1.908323056965881,0.4761901250911743,1.1809037774604818,3.0892268344263627,-1.2169365918849842,0.0
5,-0.1649886050525697,0.9177844734163411,-1.1657394024951948,-0.5365722016337583,-1.22542694115733,0.0,-1.5857547769797578,-2.1749426769225115,0.050484264234818,0.025394377424157132,-2.1749426769225115,-2.1244584126876935,0.5891878999427538,0.0
6,0.031191098841176823,0.00027437218366610847,0.8744234111368495,-0.2417043382863164,-0.42642464929630197,1.0,1.3849165222405366,0.23775989457907398,1.664184543875376,0.37181133763280855,0.23775989457907398,1.90194443845445,-0.5170279162139132,0.0
7,-0.38258315158957984,-0.5170663724237582,0.3315339373308796,-0.1214698500166696,-1.0871095089787624,0.0,-1.3994755140180395,-1.7766949456778902,0.31041456330087214,0.23841457519305365,-1.7766949456778902,-1.466280382377018,0.37721943165985083,0.0
8,0.22420214990495357,-0.5758496536748431,0.8552399025364081,0.033241790183571956,0.18282488362737145,1.0,1.5926966975380241,0.7196590725774621,1.5368341889500903,0.7612572971342729,0.7196590725774621,2.2564932615275524,-0.6637965639895282,0.0
9,0.25063044106820337,0.6094147080926113,-0.5438550709702021,1.3081087896056995,0.08362044445835518,1.0,3.552338230688844,1.7079193122546674,2.624298867796312,0.7250826520326644,1.7079193122546674,4.33221818005098,-0.779879949362136,0.0
10,-0.2540222112318303,0.11742895694144771,0.4319036743605691,-0.9511177504367373,0.11183292162801717,0.0,-0.5826624560396231,-0.5439744087385336,0.3441926696334492,0.243578743154343,-0.5439744087385336,-0.19978173910508445,-0.0386880473010894,0.0
11,-0.3442808860978082,1.079418416366452,-0.35942883079091487,-0.07369700597891853,0.19878197240632556,1.0,2.0631355339604944,0.500793665905136,1.3020116934988104,0.5037703660423672,0.500793665905136,1.8028053594039464,0.26033017455654783,0.0
12,-0.033763281160712526,0.2980302492178167,-1.5591231388518068,0.3161546875421924,-0.42575535311391566,0.0,-2.363475281574681,-1.404456836366426,0.021298516747489726,0.1725673527438412,-1.404456836366426,-1.3831583196189363,-0.9590184452082549,0.0
13,-0.15254870558948314,0.0836414773137334,-0.3714357358125625,-0.12043866232112199,0.13703706020089698,0.0,-0.5175643256977837,-0.4237445662085373,0.4392183735905657,0.08141052628049811,-0.4237445662085373,0.015473807382028415,-0.09381975948924641,0.0
