,feature_0,feature_1,feature_2,feature_3,feature_4,treatment,outcome,main_effect,treatment_effect,propensity,y0,y1,noise,cate
0,0.14945494957767833,0.03154175504657262,0.7363348243070701,-0.6763134804317966,0.17290216110807652,1.0,2.724968032874629,0.413920209607601,1.4139202096076011,0.842011195576875,0.413920209607601,1.8278404192152022,0.8971276136594265,0.0
1,-0.07821858075520295,0.36950355238847127,0.18170773146204802,-0.10901215270205482,-0.12606955260253438,0.0,-0.09603886031810877,0.23791099779072716,1.2379109977907272,0.2222730578373093,0.23791099779072716,1.4758219955814544,-0.33394985810883593,0.0
2,-0.026855474677308904,-0.21365363757000377,-0.7879067488251912,0.04447549569986584,-0.9992667427942545,0.0,-0.5538671650280762,-1.9832071081668925,-0.9832071081668925,0.12998741885240056,-1.9832071081668925,-2.966414216333785,1.4293399431388163,0.0
3,-0.2798977223588695,0.0534156134623584,-0.14380754171203125,-0.322227170260405,0.6305357766715546,1.0,-0.5801955449030975,-0.06198104419739281,0.9380189558026072,0.19794352141660995,-0.06198104419739281,0.8760379116052144,-1.456233456508312,0.0
4,0.43153157981744805,0.718755768500471,-0.032119920934872606,0.2787788132460193,0.8925535589983142,1.0,4.94338503352195,2.28949979962738,3.28949979962738,0.7826359435250279,2.28949979962738,5.57899959925476,-0.6356145657328103,0.0
5,-0.3528926886524682,-0.0301045619710148,0.8592364429158852,0.5473333801222384,-0.13582183643355736,1.0,3.5930230864485644,0.8877507359810833,1.8877507359810832,0.9018016719206805,0.8877507359810833,2.7755014719621665,0.8175216144863982,0.0
6,-0.10339154244892251,0.9121282172332549,-0.46387626857637754,0.4969039567197779,-0.3348397702410789,1.0,3.277491726937127,0.5069245926866538,1.5069245926866537,0.556061611594767,0.5069245926866538,2.0138491853733074,1.2636425415638195,0.0
7,-0.07635778812678044,0.5515792619399794,0.44330424081647474,0.16022422610532813,0.17105061030740457,1.0,2.3092660277039005,1.2498005510424064,2.2498005510424064,0.8567328274010612,1.2498005510424064,3.499601102084813,-1.1903350743809125,0.0
8,0.18313006701528275,0.30269832195882485,0.7039728883765183,-0.2805441636891903,0.5147638354337928,1.0,3.6324344516726366,1.4240209490952283,2.4240209490952283,0.8023615923082347,1.4240209490952283,3.8480418981904565,-0.21560744651781993,0.0
9,-0.4011928182768817,0.4334759634842092,1.0521279746884735,0.21390447042692692,0.3355137945115616,0.0,0.4928676492007307,1.6338293848342895,2.6338293848342893,0.8649214019719312,1.6338293848342895,4.267658769668579,-1.1409617356335588,0.0
10,-0.23130702622593707,-0.6083784263337132,-0.16684655222781197,0.47042273510064936,-0.32631505617022355,0.0,-0.7135861001086675,-0.8624243258570363,0.13757567414296368,0.18946802163233695,-0.8624243258570363,-0.7248486517140726,0.14883822574836883,0.0
11,0.12781196035854195,0.02512890110490965,-0.23552916525482723,-0.5426560188755873,0.7507281102351193,0.0,-0.1561343868734718,0.12548378756815637,1.1254837875681565,0.33352659775565946,0.12548378756815637,1.250967575136313,-0.2816181744416282,0.0
12,0.4174365174625896,-0.6753696509292013,0.5298962013467152,0.21474964936903818,0.6154880743187153,1.0,1.9603269056460333,1.1022007915678569,2.102200791567857,0.4724241553501561,1.1022007915678569,3.2044015831357138,-1.2440746774896805,0.0
