,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,treatment,outcome,main_effect,treatment_effect,propensity,y0,y1,noise,cate
0,0.42512099819205124,-0.12308497517305651,0.3133082133720131,-0.2257180152063123,-0.8657320180291098,-0.17858970080050196,0.06033902786157831,-0.21521306392371822,0.0,-0.30251048836313227,0.30203602301899474,1.0875901981657008,0.45351400096680605,0.30203602301899474,1.3896262211846955,-0.604546511382127,0.0
1,0.21331082814739988,-0.11290029571131792,-0.5515515758905856,0.30253236313121723,-0.39626752868758786,0.3833966195526016,-0.2533716851395145,-0.38815025638103495,0.0,-1.3146370203902296,0.10041053243608196,0.7509807872406317,0.2698863548659527,0.10041053243608196,0.8513913196767137,-1.4150475528263116,0.0
2,-0.30399912944942376,0.28380960875575945,-0.5477597944459656,-0.38100971655409677,-0.7371011771987636,0.4838105860320111,-0.575668881555057,0.49025441908346024,1.0,0.5854712807773009,-0.02018952069366431,0.07123048899993767,0.3911282170626274,-0.02018952069366431,0.05104096830627336,0.5344303124710276,0.0
3,0.41718796456812957,0.9574670540373647,0.25476728028080586,0.10251079096504144,0.3916453954091127,-0.07473350429839117,-0.6313578868601403,-0.49536175596761495,1.0,2.7267700686284595,1.3746550186054942,1.3572780712458474,0.6388166714222657,1.3746550186054942,2.7319330898513416,-0.005163021222881934,0.0
4,0.618170418842559,0.8636123423871792,0.8140941276736363,-0.016534176787370212,0.23379970944524342,-0.053222146984429335,-0.20839978997257877,-0.019373511843262064,1.0,4.967267874561768,1.4817827612297383,1.7975599508862659,0.5711353524152936,1.4817827612297383,3.279342712116004,1.6879251624457643,0.0
5,1.5008720926125774,0.6563408220198923,0.617502054469691,0.03064991282670614,0.14563398134142738,0.8180536288080474,0.42197566064150405,0.2967061754426367,0.0,1.4869697397213917,2.1572129146324697,1.6481519672963971,0.5371075726663652,2.1572129146324697,3.805364881928867,-0.670243174911078,0.0
6,0.03205484999397063,0.6116858145823089,0.5373893265842267,-0.45160633389539634,0.37352772430093817,0.015811958857187162,-0.007535302879924224,0.6288452919061089,0.0,1.929812368854767,0.6437406645762795,1.0857829926888303,0.6392415725347563,0.6437406645762795,1.7295236572651098,1.2860717042784875,0.0
7,-0.8411432296994609,0.14585764644374113,-0.5739629592798847,-0.07447471329257058,0.6816959208372235,-0.4641294924557963,-0.1715979427141167,0.1594111671434066,1.0,-0.41611330056777046,-0.6952855832557198,0.3515623274275447,0.5790957007468978,-0.6952855832557198,-0.3437232558281751,-0.07239004473959537,0.0
8,-0.563799640692752,0.516415948985149,-0.38259067959205034,-0.5661296372313157,-0.48011672677325323,0.6276356334773115,0.38649749128205474,0.39579887090449944,0.0,1.435379149264688,-0.04738369170760304,0.051279683176634006,0.5281523233890209,-0.04738369170760304,0.0038959914690309683,1.482762840972291,0.0
9,-0.7824368924301226,-0.150479125740412,-0.020251558393511115,0.14694986099831833,-0.06200591626860818,0.2066237720096467,-0.05501236671142003,-0.25858759371049445,1.0,-0.8097006216138775,-0.9329160181705346,1.1266983026048072,0.36529203330602017,-0.9329160181705346,0.1937822844342726,-1.00348290604815,0.0
10,0.3948203158327296,0.13957706573049522,0.3489961810352342,0.101707531668209,0.14770281356957074,0.35066778958225925,0.45167262126819857,-0.6516359985874901,0.0,1.04126390017427,0.5343973815632248,1.4507037127034432,0.6135035189214252,0.5343973815632248,1.985101094266668,0.5068665186110451,0.0
11,0.3076331153266378,-0.03599134732416079,-0.3665055125974689,-0.6927234486244137,-0.3676380338465617,-0.4139415048761189,0.6497710071176787,0.2752969051146321,0.0,1.5591941268016971,0.27164176800247697,-0.05922896122188259,0.09009163656190156,0.27164176800247697,0.21241280678059438,1.2875523587992201,0.0
12,0.19297976392407146,0.02240028939159045,0.487067498975372,-0.26591486478986903,0.13586217451454366,0.5365836117482858,0.4138272478858483,-0.20612471536495622,1.0,1.7527744784101846,0.2153800533156619,1.2211526341855032,0.6952633305567418,0.2153800533156619,1.436532687501165,0.31624179090901966,0.0
13,0.6529172904193264,0.6162527918490658,-0.2170947410170012,0.4876692734668932,-0.4737782163404767,0.3168533239283757,0.3877605930963125,0.09725831532193928,1.0,2.0789071684653804,1.2691700822683922,1.2705745324498918,0.7812053838347595,1.2691700822683922,2.539744614718284,-0.4608374462529036,0.0
14,-0.5700764526981709,0.6081606756247369,-0.41375745130479513,0.17324631855345124,-0.27478644250638085,-0.5886736137898149,-0.26733431448202694,-0.7263681520404828,0.0,-0.20658074655258676,0.03808422292656599,0.7594888672486562,0.5958962100662403,0.03808422292656599,0.7975730901752222,-0.24466496947915276,0.0
