,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,treatment,outcome,main_effect,treatment_effect,propensity,y0,y1,noise,cate
0,-0.22628778704669625,0.1291697232090258,-0.3684966290568055,0.02308418014047631,-0.2150811516893256,0.4831212939023759,-0.22294716667472778,0.14136851385595198,-0.1802557973038878,-0.13459559462712373,1.0,-0.2465752671230675,-0.5709204152907368,0.4290795847092632,0.43800111485054233,-0.5709204152907368,-0.14184083058147356,-0.10473443654159391,0.0
1,-0.12563597739298588,0.24362453425576985,-0.6474246324323688,-0.42668922057923525,-0.06494825172087407,0.6095824984672207,-1.3611976895455316,0.5570660763509228,0.09762362601408187,-0.41376971832908255,0.0,0.3972825423001125,-1.5317687549120829,-0.5317687549120829,0.07719849701044537,-1.5317687549120829,-2.0635375098241657,1.9290512972121954,0.0
2,-0.07858497242754002,0.45778949299825905,0.819732682018696,-0.10295533681874244,-0.28436030479283153,0.20298000489287077,-0.5204343088829511,-0.6386682142951142,-1.0508780657457844,-0.6039669875889073,0.0,-2.8734575289725823,-1.799346010642045,-0.7993460106420449,0.23874190346414936,-1.799346010642045,-2.59869202128409,-1.0741115183305372,0.0
3,-0.34297427282566123,-0.32849215926003394,0.08227053735368488,0.2977987688198206,-0.367887288554587,-0.24461175958785272,-0.05724050844344455,0.30942534981089703,-1.528344928334166,-0.325064594669104,0.0,-2.399811648768336,-2.5051208556904467,-1.5051208556904467,0.06698033748405288,-2.5051208556904467,-4.0102417113808935,0.10530920692211065,0.0
4,-0.6894401232922621,-0.25975214217842535,0.36110763771782606,-0.050474698740127284,0.9665382006661698,-0.0424546914377301,-0.6274623264985589,-0.19856136738051586,-0.5559588529949399,0.7047075418409103,0.0,-1.5575041150087785,-0.39175082229765334,0.6082491777023467,0.2916206937520581,-0.39175082229765334,0.2164983554046933,-1.1657532927111252,0.0
5,-0.8803712602531909,0.38390322825471934,0.2688370266905893,-0.29556215240278166,-1.4272754867694655,-0.05649782062544135,-0.06973602765141519,-0.4678582271747737,-0.3277651687998716,0.43894283190127764,0.0,-2.3748196571328597,-2.4333830568303543,-1.4333830568303543,0.050625570696911266,-2.4333830568303543,-3.8667661136607085,0.05856339969749453,0.0
6,0.4504680582097284,-0.47984244757498146,0.11324227830925282,0.11008118681305466,-0.2500883701494648,0.4221758462585544,-0.14791373559623633,0.47048093014690084,0.1474168509880951,0.13087876412892277,1.0,3.4157209313314296,0.9668993615338265,1.9668993615338266,0.9282017723654831,0.9668993615338265,2.933798723067653,0.48192220826377646,0.0
7,-0.7562201764154497,-0.24288160457570862,0.7105902719160442,-0.688767772590562,0.1707071504229119,-0.2319304587279522,0.3626167403857142,-0.5719788581466172,0.2095399549717705,-0.09532726759708804,0.0,-1.3527508207825425,-1.133652020356937,-0.1336520203569369,0.34028980892733157,-1.133652020356937,-1.2673040407138738,-0.2190988004256056,0.0
8,-0.8902673990150309,0.31159299275529756,-0.7776943972271511,-0.7745823080496183,0.3319317995255319,-0.4201191816805043,0.20868990024943404,0.9500711590175414,-0.06615525747785742,0.16723427940662253,1.0,-0.9032965640825343,-0.9592984124957346,0.040701587504265446,0.3382374898959029,-0.9592984124957346,-0.9185968249914691,0.015300260908934759,0.0
9,-0.17383355216477003,-0.7751743454117678,0.7485151707772663,-0.3349110710378359,0.03558353423025645,0.8806619719050153,0.17437145608507992,0.30122463580632003,-0.26930011438592627,-0.39011246252385745,0.0,2.047136114661158,0.19702522327978045,1.1970252232797804,0.2825227239367029,0.19702522327978045,1.394050446559561,1.8501108913813773,0.0
10,-0.47562170962664185,-0.011547036118535404,0.1427195990134243,-0.375461487219133,-0.31828731932926274,-0.5711501782969671,1.1631996758270673,0.40739473541862714,0.2684944652540649,-0.3852799399273332,0.0,1.0047542370666083,-0.15553919500468977,0.8444608049953102,0.26497571989677166,-0.15553919500468977,0.6889216099906204,1.160293432071298,0.0
11,0.3139623631325879,0.6275501447038909,-0.36281926559181765,-0.5811198732136041,0.5916798115075519,-0.9481997906633802,-0.19637186531985787,-0.15251935640724568,0.5331602394802673,-0.16094711666050696,1.0,0.9725287697387307,-0.3356247090321146,0.6643752909678854,0.28388958027020406,-0.3356247090321146,0.3287505819357708,0.6437781878029599,0.0
12,-0.9780085172799905,0.039772611041658794,-0.03473423004477748,0.6741991876855521,-0.06263230163658114,0.6250317789642735,-0.35772600646258734,-0.1255149143704557,-0.3867746889942619,-0.39951697604971675,0.0,-1.937726915246762,-1.0059040571468865,-0.0059040571468864655,0.08091588840676935,-1.0059040571468865,-1.011808114293773,-0.9318228580998756,0.0
13,-0.9752242525696168,-0.5578856513793099,0.4617386362853882,-0.18417040909255866,-0.06166295743668305,0.09143562435697643,-0.3145371483482985,-0.07443482326866711,0.0714293980718699,0.03730531841632539,0.0,-3.147580911547273,-1.506006264964574,-0.506006264964574,0.26714259309815724,-1.506006264964574,-2.012012529929148,-1.641574646582699,0.0
14,0.24641274635973284,-0.8264310263252218,-0.5170015983472979,-0.7909483867443232,0.7896517198326245,0.22046526676642234,0.459801099763674,0.10004869325871818,-0.0475664495538355,-0.9041784594579857,0.0,-2.171807353030883,-1.269746394447492,-0.26974639444749204,0.23127224794847553,-1.269746394447492,-1.539492788894984,-0.9020609585833907,0.0
15,-0.3555447523211121,0.8779451148365051,0.08860379101808982,0.8586839932446374,0.6468273256590373,-0.7612176446769631,1.1604778464935455,-0.8576362353600075,0.13855596979817292,-0.8275864914178657,1.0,4.115466264615226,0.9691089172740395,1.9691089172740395,0.9186307515113072,0.9691089172740395,2.938217834548079,1.177248430067147,0.0
16,-0.5834931955646296,-0.42259591793730217,-0.29390500186715496,-0.6508652834308162,-0.2095479109312333,0.024035500817939908,-0.19555846768455004,-0.11127925484693205,0.30221413802550506,-0.4556378044502338,0.0,-1.0682341975083527,-2.5966331978694073,-1.5966331978694073,0.04902069195514643,-2.5966331978694073,-4.1932663957388145,1.5283990003610546,0.0
17,-0.5700602591930547,0.09379821300132271,0.45372447931944365,0.48429700463924585,-0.7077826869139834,0.1542475111561638,-0.8733839533997795,-0.5087413452588958,-0.6885277107506557,-0.3042985326059945,0.0,-3.644966811330062,-2.4667272800061877,-1.4667272800061877,0.10598910335948951,-2.4667272800061877,-3.9334545600123754,-1.1782395313238743,0.0
18,-0.5891922066981465,-0.04846768520610597,0.05484330051988749,0.5035041052187109,0.34404634642058957,1.2368568278507885,0.10385759078092653,0.9122430802981916,0.08268248270083721,-0.24676782890164795,1.0,6.863134568995428,2.3536060129840313,3.3536060129840313,0.8301421147743692,2.3536060129840313,5.7072120259680625,1.1559225430273659,0.0
19,-0.21792224755472506,-0.15820940478054404,-0.23726454340046285,0.7788718808902279,-0.04783387816294277,1.292931602295592,0.4724590677440449,0.14336220503618902,-0.05608560466448963,0.4883913124027134,1.0,5.955212086172972,2.458700389805603,3.458700389805603,0.9753699913978059,2.458700389805603,5.917400779611206,0.03781130656176667,0.0
20,1.265357675780214,0.5769371141401779,0.24587199342054947,-0.37509874928168047,-0.29123607975314375,-0.19085604212101295,0.03728269128896274,-0.20285285546079201,-0.014158100617797263,0.1147423355854672,1.0,4.413172445131838,1.1659899829809448,2.165989982980945,0.791045555257933,1.1659899829809448,3.3319799659618896,1.0811924791699485,0.0
21,-0.6905513780378086,0.7831954213058859,0.7375686285414852,0.3627999818276869,-0.12718292923521526,-0.47722603914479433,-0.09838415991497157,-0.5246287932630956,-0.5495106018827209,-0.1609536421613078,1.0,0.20371145091095144,-0.7448735119648562,0.2551264880351438,0.6916398146929532,-0.7448735119648562,-0.48974702392971237,0.6934584748406638,0.0
22,-0.41254786493658663,-0.43159841695380047,-0.24335044438790324,-0.18748655303148984,-0.22124545368202955,-0.4229618581311005,-0.23923385873093758,-0.26542776349372765,0.5933111858145533,0.07656672417483336,0.0,-3.0257026374921123,-1.7539743033581885,-0.7539743033581885,0.17143082209486965,-1.7539743033581885,-2.507948606716377,-1.2717283341339238,0.0
23,0.2543267723814233,-0.6251315192712378,0.06443056313586315,-0.8133976906982283,0.00808032183497991,0.49108796411832867,-0.14398007872858415,-0.9359295791619906,0.10371079148625006,-0.22568215500160038,0.0,0.23121724364395413,-1.822484609904796,-0.822484609904796,0.016142475693145846,-1.822484609904796,-2.644969219809592,2.05370185354875,0.0
24,0.14268151334486362,0.5477882505222705,-0.4422546141040614,-0.17634088913070378,-0.3578020100301277,0.6515416898009533,0.8075321384055588,0.11755018708301276,0.35796615934729054,0.5601229699766532,1.0,4.8785178667007285,2.2087853952157097,3.2087853952157097,0.929576106858325,2.2087853952157097,5.417570790431419,-0.5390529237306906,0.0
25,0.3909547163567555,0.046612307130261856,0.1733487986635918,-0.3111487325854399,-0.870390528924659,-0.26174986664864464,-0.4273880398460122,-0.27259719583212105,-0.08586527336984848,0.5119074965881664,0.0,-2.5663813092847816,-1.1063163184679499,-0.10631631846794987,0.18085556878618533,-1.1063163184679499,-1.2126326369358997,-1.4600649908168317,0.0
26,1.1679437081695814,0.06069623971639614,-0.357446841399973,0.5523248591374086,0.12218928887256925,-0.6466077631526395,-0.010790903979559667,1.089798246162966,-0.19892702644920138,-0.02571677839627577,1.0,5.1202862267290365,1.7534630286812722,2.7534630286812725,0.6690723399374948,1.7534630286812722,4.506926057362545,0.613360169366492,0.0
27,0.01561811648390302,0.2654490972300966,-1.1424728430323936,-0.6855053230628887,0.5564791167287334,-0.6192128955563077,-0.624270505031375,-1.1013900999442467,0.09408845312312897,0.07553349990337717,0.0,-2.800207890298441,-3.165683383157973,-2.165683383157973,0.01413323232628709,-3.165683383157973,-5.331366766315946,0.36547549285953185,0.0
28,0.3645266353465982,-0.32043224008766474,-1.076487130198963,0.30697486558351517,-0.056226354635325146,-0.7859987511017471,-0.6435160669563119,-0.717686921163323,0.005134088372252024,-0.8925453166644476,0.0,-4.497864206305468,-3.8162571915054166,-2.8162571915054166,0.03448082055962406,-3.8162571915054166,-6.632514383010833,-0.6816070148000507,0.0
